Match info: 392204.yaml
['Royal Challengers Bangalore', 'Kings XI Punjab']
R Vinay Kumar {'total runs given': 743, 'batsman matches played': 14, 'total wickets': 25, 'bowler matches played': 29, 'total balls': 91, 'total runs': 87, 'bowler balls': 533}
R Dravid {'total runs given': 0, 'batsman matches played': 34, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 725, 'total runs': 876, 'bowler balls': 0}
P Kumar {'total runs given': 1080, 'batsman matches played': 22, 'total wickets': 33, 'bowler matches played': 36, 'total balls': 153, 'total runs': 181, 'bowler balls': 823}
A Kumble {'total runs given': 970, 'batsman matches played': 13, 'total wickets': 43, 'bowler matches played': 38, 'total balls': 45, 'total runs': 33, 'bowler balls': 885}

Match info: 419154.yaml
['Rajasthan Royals', 'Royal Challengers Bangalore']
MJ Lumb {'total runs given': 0, 'batsman matches played': 8, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 126, 'total runs': 156, 'bowler balls': 0}
NV Ojha {'total runs given': 0, 'batsman matches played': 17, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 307, 'total runs': 384, 'bowler balls': 0}
AA Jhunjhunwala {'total runs given': 42, 'batsman matches played': 7, 'total wickets': 0, 'bowler matches played': 4, 'total balls': 133, 'total runs': 145, 'bowler balls': 27}
SR Watson {'total runs given': 518, 'batsman matches played': 18, 'total wickets': 22, 'bowler matches played': 18, 'total balls': 388, 'total runs': 591, 'bowler balls': 415}
YK Pathan {'total runs given': 626, 'batsman matches played': 37, 'total wickets': 19, 'bowler matches played': 31, 'total balls': 572, 'total runs': 863, 'bowler balls': 521}
AC Voges {'total runs given': 35, 'batsman matches played': 4, 'total wickets': 0, 'bowler matches played': 4, 'total balls': 90, 'total runs': 125, 'bowler balls': 37}
AS Raut {'total runs given': 37, 'batsman matches played': 10, 'total wickets': 0, 'bowler matches played': 4, 'total balls': 89, 'total runs': 100, 'bowler balls': 24}
AG Paunikar {'total runs given': 0, 'batsman matches played': 0, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 0, 'total runs': 0, 'bowler balls': 0}
Kamran Khan {'total runs given': 133, 'batsman matches played': 1, 'total wickets': 6, 'bowler matches played': 5, 'total balls': 5, 'total runs': 3, 'bowler balls': 114}
SK Trivedi {'total runs given': 735, 'batsman matches played': 9, 'total wickets': 26, 'bowler matches played': 28, 'total balls': 44, 'total runs': 30, 'bowler balls': 558}
SK Warne {'total runs given': 1012, 'batsman matches played': 21, 'total wickets': 42, 'bowler matches played': 37, 'total balls': 193, 'total runs': 184, 'bowler balls': 832}
MK Pandey {'total runs given': 0, 'batsman matches played': 16, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 305, 'total runs': 350, 'bowler balls': 0}
KP Pietersen {'total runs given': 155, 'batsman matches played': 11, 'total wickets': 6, 'bowler matches played': 9, 'total balls': 203, 'total runs': 246, 'bowler balls': 134}
JH Kallis {'total runs given': 1068, 'batsman matches played': 39, 'total wickets': 19, 'bowler matches played': 38, 'total balls': 981, 'total runs': 1052, 'bowler balls': 776}
RV Uthappa {'total runs given': 0, 'batsman matches played': 38, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 649, 'total runs': 816, 'bowler balls': 0}
V Kohli {'total runs given': 159, 'batsman matches played': 35, 'total wickets': 2, 'bowler matches played': 11, 'total balls': 560, 'total runs': 650, 'bowler balls': 121}
LRPL Taylor {'total runs given': 13, 'batsman matches played': 20, 'total wickets': 0, 'bowler matches played': 1, 'total balls': 351, 'total runs': 498, 'bowler balls': 7}
R Dravid {'total runs given': 0, 'batsman matches played': 35, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 726, 'total runs': 877, 'bowler balls': 0}
A Kumble {'total runs given': 1000, 'batsman matches played': 14, 'total wickets': 43, 'bowler matches played': 39, 'total balls': 46, 'total runs': 34, 'bowler balls': 909}
DW Steyn {'total runs given': 683, 'batsman matches played': 6, 'total wickets': 23, 'bowler matches played': 25, 'total balls': 23, 'total runs': 15, 'bowler balls': 611}
R Vinay Kumar {'total runs given': 772, 'batsman matches played': 15, 'total wickets': 26, 'bowler matches played': 30, 'total balls': 94, 'total runs': 89, 'bowler balls': 558}
Pankaj Singh {'total runs given': 194, 'batsman matches played': 4, 'total wickets': 2, 'bowler matches played': 8, 'total balls': 10, 'total runs': 6, 'bowler balls': 121}

Match info: 419160.yaml
['Delhi Daredevils', 'Deccan Chargers']
AC Gilchrist {'total runs given': 0, 'batsman matches played': 41, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 806, 'total runs': 1155, 'bowler balls': 0}
MD Mishra {'total runs given': 0, 'batsman matches played': 6, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 86, 'total runs': 88, 'bowler balls': 0}
TL Suman {'total runs given': 132, 'batsman matches played': 21, 'total wickets': 5, 'bowler matches played': 7, 'total balls': 373, 'total runs': 436, 'bowler balls': 104}
RG Sharma {'total runs given': 305, 'batsman matches played': 39, 'total wickets': 14, 'bowler matches played': 19, 'total balls': 843, 'total runs': 1102, 'bowler balls': 251}
MR Marsh {'total runs given': 70, 'batsman matches played': 1, 'total wickets': 1, 'bowler matches played': 2, 'total balls': 12, 'total runs': 15, 'bowler balls': 51}
A Symonds {'total runs given': 549, 'batsman matches played': 22, 'total wickets': 12, 'bowler matches played': 22, 'total balls': 497, 'total runs': 655, 'bowler balls': 406}
WPUJC Vaas {'total runs given': 322, 'batsman matches played': 9, 'total wickets': 16, 'bowler matches played': 11, 'total balls': 63, 'total runs': 75, 'bowler balls': 240}
R Sharma {'total runs given': 98, 'batsman matches played': 3, 'total wickets': 3, 'bowler matches played': 4, 'total balls': 18, 'total runs': 15, 'bowler balls': 77}
B Sumanth {'total runs given': 0, 'batsman matches played': 2, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 7, 'total runs': 12, 'bowler balls': 0}
Harmeet Singh {'total runs given': 267, 'batsman matches played': 0, 'total wickets': 7, 'bowler matches played': 11, 'total balls': 0, 'total runs': 0, 'bowler balls': 207}
PP Ojha {'total runs given': 958, 'batsman matches played': 9, 'total wickets': 43, 'bowler matches played': 38, 'total balls': 15, 'total runs': 5, 'bowler balls': 807}
V Sehwag {'total runs given': 161, 'batsman matches played': 34, 'total wickets': 4, 'bowler matches played': 9, 'total balls': 578, 'total runs': 937, 'bowler balls': 78}
TM Dilshan {'total runs given': 132, 'batsman matches played': 23, 'total wickets': 2, 'bowler matches played': 10, 'total balls': 475, 'total runs': 554, 'bowler balls': 115}
G Gambhir {'total runs given': 0, 'batsman matches played': 35, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 765, 'total runs': 938, 'bowler balls': 0}
M Manhas {'total runs given': 0, 'batsman matches played': 9, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 100, 'total runs': 119, 'bowler balls': 0}
DA Warner {'total runs given': 0, 'batsman matches played': 14, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 282, 'total runs': 377, 'bowler balls': 0}
PD Collingwood {'total runs given': 59, 'batsman matches played': 5, 'total wickets': 2, 'bowler matches played': 4, 'total balls': 108, 'total runs': 148, 'bowler balls': 48}
A Mishra {'total runs given': 718, 'batsman matches played': 12, 'total wickets': 37, 'bowler matches played': 26, 'total balls': 93, 'total runs': 88, 'bowler balls': 598}
A Nehra {'total runs given': 745, 'batsman matches played': 4, 'total wickets': 32, 'bowler matches played': 28, 'total balls': 14, 'total runs': 4, 'bowler balls': 631}
KD Karthik {'total runs given': 0, 'batsman matches played': 30, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 474, 'total runs': 614, 'bowler balls': 0}
DP Nannes {'total runs given': 514, 'batsman matches played': 1, 'total wickets': 18, 'bowler matches played': 18, 'total balls': 11, 'total runs': 3, 'bowler balls': 442}
UT Yadav {'total runs given': 120, 'batsman matches played': 0, 'total wickets': 4, 'bowler matches played': 4, 'total balls': 0, 'total runs': 0, 'bowler balls': 96}

Match info: 419163.yaml
['Chennai Super Kings', 'Deccan Chargers']
ML Hayden {'total runs given': 0, 'batsman matches played': 25, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 742, 'total runs': 1002, 'bowler balls': 0}
M Vijay {'total runs given': 0, 'batsman matches played': 13, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 293, 'total runs': 408, 'bowler balls': 0}
S Badrinath {'total runs given': 0, 'batsman matches played': 30, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 422, 'total runs': 517, 'bowler balls': 0}
MS Dhoni {'total runs given': 0, 'batsman matches played': 33, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 706, 'total runs': 921, 'bowler balls': 0}
JA Morkel {'total runs given': 977, 'batsman matches played': 26, 'total wickets': 34, 'bowler matches played': 33, 'total balls': 335, 'total runs': 477, 'bowler balls': 719}
S Anirudha {'total runs given': 0, 'batsman matches played': 2, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 12, 'total runs': 7, 'bowler balls': 0}
SK Raina {'total runs given': 278, 'batsman matches played': 37, 'total wickets': 11, 'bowler matches played': 18, 'total balls': 831, 'total runs': 1148, 'bowler balls': 247}
R Ashwin {'total runs given': 213, 'batsman matches played': 3, 'total wickets': 10, 'bowler matches played': 8, 'total balls': 26, 'total runs': 19, 'bowler balls': 200}
SB Jakati {'total runs given': 361, 'batsman matches played': 2, 'total wickets': 19, 'bowler matches played': 13, 'total balls': 16, 'total runs': 20, 'bowler balls': 285}
DE Bollinger {'total runs given': 105, 'batsman matches played': 0, 'total wickets': 6, 'bowler matches played': 4, 'total balls': 0, 'total runs': 0, 'bowler balls': 99}
M Muralitharan {'total runs given': 930, 'batsman matches played': 6, 'total wickets': 34, 'bowler matches played': 36, 'total balls': 13, 'total runs': 9, 'bowler balls': 877}
AC Gilchrist {'total runs given': 0, 'batsman matches played': 42, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 815, 'total runs': 1165, 'bowler balls': 0}
HH Gibbs {'total runs given': 0, 'batsman matches played': 30, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 646, 'total runs': 706, 'bowler balls': 0}
A Symonds {'total runs given': 557, 'batsman matches played': 23, 'total wickets': 12, 'bowler matches played': 23, 'total balls': 527, 'total runs': 709, 'bowler balls': 418}
MD Mishra {'total runs given': 0, 'batsman matches played': 7, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 105, 'total runs': 113, 'bowler balls': 0}
B Sumanth {'total runs given': 0, 'batsman matches played': 3, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 19, 'total runs': 19, 'bowler balls': 0}
RJ Harris {'total runs given': 423, 'batsman matches played': 9, 'total wickets': 14, 'bowler matches played': 14, 'total balls': 49, 'total runs': 51, 'bowler balls': 338}
Harmeet Singh {'total runs given': 308, 'batsman matches played': 0, 'total wickets': 9, 'bowler matches played': 12, 'total balls': 0, 'total runs': 0, 'bowler balls': 232}
TL Suman {'total runs given': 132, 'batsman matches played': 22, 'total wickets': 5, 'bowler matches played': 7, 'total balls': 379, 'total runs': 441, 'bowler balls': 104}
PP Ojha {'total runs given': 974, 'batsman matches played': 9, 'total wickets': 45, 'bowler matches played': 39, 'total balls': 15, 'total runs': 5, 'bowler balls': 831}
RG Sharma {'total runs given': 305, 'batsman matches played': 40, 'total wickets': 14, 'bowler matches played': 19, 'total balls': 853, 'total runs': 1113, 'bowler balls': 251}
RP Singh {'total runs given': 1188, 'batsman matches played': 18, 'total wickets': 50, 'bowler matches played': 39, 'total balls': 59, 'total runs': 44, 'bowler balls': 917}

Match info: 419143.yaml
['Rajasthan Royals', 'Kings XI Punjab']
DPMD Jayawardene {'total runs given': 0, 'batsman matches played': 29, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 515, 'total runs': 711, 'bowler balls': 0}
MS Bisla {'total runs given': 0, 'batsman matches played': 6, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 149, 'total runs': 178, 'bowler balls': 0}
KC Sangakkara {'total runs given': 0, 'batsman matches played': 29, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 711, 'total runs': 902, 'bowler balls': 0}
Yuvraj Singh {'total runs given': 332, 'batsman matches played': 36, 'total wickets': 12, 'bowler matches played': 21, 'total balls': 630, 'total runs': 795, 'bowler balls': 255}
IK Pathan {'total runs given': 1031, 'batsman matches played': 29, 'total wickets': 41, 'bowler matches played': 36, 'total balls': 343, 'total runs': 445, 'bowler balls': 824}
RS Bopara {'total runs given': 87, 'batsman matches played': 10, 'total wickets': 1, 'bowler matches played': 5, 'total balls': 272, 'total runs': 320, 'bowler balls': 52}
PP Chawla {'total runs given': 923, 'batsman matches played': 17, 'total wickets': 36, 'bowler matches played': 37, 'total balls': 121, 'total runs': 138, 'bowler balls': 716}
Bipul Sharma {'total runs given': 82, 'batsman matches played': 1, 'total wickets': 3, 'bowler matches played': 3, 'total balls': 6, 'total runs': 8, 'bowler balls': 54}
S Sreesanth {'total runs given': 774, 'batsman matches played': 6, 'total wickets': 24, 'bowler matches played': 26, 'total balls': 29, 'total runs': 17, 'bowler balls': 558}
RR Powar {'total runs given': 283, 'batsman matches played': 4, 'total wickets': 8, 'bowler matches played': 15, 'total balls': 43, 'total runs': 51, 'bowler balls': 258}
J Theron {'total runs given': 95, 'batsman matches played': 1, 'total wickets': 2, 'bowler matches played': 3, 'total balls': 4, 'total runs': 2, 'bowler balls': 77}
MJ Lumb {'total runs given': 0, 'batsman matches played': 9, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 134, 'total runs': 165, 'bowler balls': 0}
NV Ojha {'total runs given': 0, 'batsman matches played': 18, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 317, 'total runs': 391, 'bowler balls': 0}
YK Pathan {'total runs given': 626, 'batsman matches played': 38, 'total wickets': 19, 'bowler matches played': 31, 'total balls': 582, 'total runs': 874, 'bowler balls': 521}
AP Dole {'total runs given': 78, 'batsman matches played': 2, 'total wickets': 3, 'bowler matches played': 2, 'total balls': 23, 'total runs': 34, 'bowler balls': 47}
SR Watson {'total runs given': 542, 'batsman matches played': 19, 'total wickets': 22, 'bowler matches played': 19, 'total balls': 413, 'total runs': 613, 'bowler balls': 439}
SK Trivedi {'total runs given': 768, 'batsman matches played': 9, 'total wickets': 28, 'bowler matches played': 29, 'total balls': 44, 'total runs': 30, 'bowler balls': 580}
SK Warne {'total runs given': 1040, 'batsman matches played': 21, 'total wickets': 43, 'bowler matches played': 38, 'total balls': 193, 'total runs': 184, 'bowler balls': 856}
FY Fazal {'total runs given': 0, 'batsman matches played': 7, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 129, 'total runs': 134, 'bowler balls': 0}

Match info: 419135.yaml
['Kolkata Knight Riders', 'Deccan Chargers']
SC Ganguly {'total runs given': 260, 'batsman matches played': 35, 'total wickets': 8, 'bowler matches played': 15, 'total balls': 830, 'total runs': 826, 'bowler balls': 213}
CH Gayle {'total runs given': 290, 'batsman matches played': 14, 'total wickets': 4, 'bowler matches played': 12, 'total balls': 340, 'total runs': 459, 'bowler balls': 215}
CA Pujara {'total runs given': 0, 'batsman matches played': 4, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 65, 'total runs': 60, 'bowler balls': 0}
MK Tiwary {'total runs given': 11, 'batsman matches played': 18, 'total wickets': 0, 'bowler matches played': 1, 'total balls': 285, 'total runs': 345, 'bowler balls': 6}
DJ Hussey {'total runs given': 235, 'batsman matches played': 21, 'total wickets': 2, 'bowler matches played': 12, 'total balls': 375, 'total runs': 460, 'bowler balls': 152}
AD Mathews {'total runs given': 324, 'batsman matches played': 10, 'total wickets': 7, 'bowler matches played': 12, 'total balls': 207, 'total runs': 245, 'bowler balls': 220}
AB Agarkar {'total runs given': 680, 'batsman matches played': 14, 'total wickets': 17, 'bowler matches played': 26, 'total balls': 132, 'total runs': 152, 'bowler balls': 478}
WP Saha {'total runs given': 0, 'batsman matches played': 22, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 209, 'total runs': 288, 'bowler balls': 0}
MB Parmar {'total runs given': 0, 'batsman matches played': 0, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 0, 'total runs': 0, 'bowler balls': 0}
SE Bond {'total runs given': 153, 'batsman matches played': 1, 'total wickets': 5, 'bowler matches played': 5, 'total balls': 2, 'total runs': 1, 'bowler balls': 116}
M Kartik {'total runs given': 516, 'batsman matches played': 7, 'total wickets': 12, 'bowler matches played': 22, 'total balls': 70, 'total runs': 73, 'bowler balls': 465}
HH Gibbs {'total runs given': 0, 'batsman matches played': 31, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 672, 'total runs': 724, 'bowler balls': 0}
AC Gilchrist {'total runs given': 0, 'batsman matches played': 43, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 835, 'total runs': 1180, 'bowler balls': 0}
MD Mishra {'total runs given': 0, 'batsman matches played': 8, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 110, 'total runs': 115, 'bowler balls': 0}
A Symonds {'total runs given': 580, 'batsman matches played': 24, 'total wickets': 13, 'bowler matches played': 24, 'total balls': 550, 'total runs': 732, 'bowler balls': 443}
RG Sharma {'total runs given': 305, 'batsman matches played': 41, 'total wickets': 14, 'bowler matches played': 19, 'total balls': 858, 'total runs': 1115, 'bowler balls': 251}
TL Suman {'total runs given': 132, 'batsman matches played': 23, 'total wickets': 5, 'bowler matches played': 7, 'total balls': 383, 'total runs': 445, 'bowler balls': 104}
Y Venugopal Rao {'total runs given': 260, 'batsman matches played': 25, 'total wickets': 6, 'bowler matches played': 13, 'total balls': 377, 'total runs': 445, 'bowler balls': 180}
KAJ Roach {'total runs given': 32, 'batsman matches played': 1, 'total wickets': 0, 'bowler matches played': 1, 'total balls': 9, 'total runs': 10, 'bowler balls': 26}
Jaskaran Singh {'total runs given': 154, 'batsman matches played': 4, 'total wickets': 4, 'bowler matches played': 6, 'total balls': 11, 'total runs': 8, 'bowler balls': 93}
Harmeet Singh {'total runs given': 332, 'batsman matches played': 1, 'total wickets': 10, 'bowler matches played': 13, 'total balls': 1, 'total runs': 0, 'bowler balls': 256}
PP Ojha {'total runs given': 1001, 'batsman matches played': 10, 'total wickets': 46, 'bowler matches played': 40, 'total balls': 19, 'total runs': 6, 'bowler balls': 855}

Match info: 419132.yaml
['Mumbai Indians', 'Kings XI Punjab']
SE Marsh {'total runs given': 0, 'batsman matches played': 13, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 462, 'total runs': 618, 'bowler balls': 0}
MS Bisla {'total runs given': 0, 'batsman matches played': 7, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 164, 'total runs': 198, 'bowler balls': 0}
DPMD Jayawardene {'total runs given': 0, 'batsman matches played': 30, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 550, 'total runs': 755, 'bowler balls': 0}
RS Bopara {'total runs given': 106, 'batsman matches played': 11, 'total wickets': 2, 'bowler matches played': 6, 'total balls': 284, 'total runs': 328, 'bowler balls': 66}
IK Pathan {'total runs given': 1048, 'batsman matches played': 30, 'total wickets': 41, 'bowler matches played': 37, 'total balls': 366, 'total runs': 469, 'bowler balls': 830}
B Lee {'total runs given': 361, 'batsman matches played': 9, 'total wickets': 9, 'bowler matches played': 12, 'total balls': 56, 'total runs': 53, 'bowler balls': 306}
K Goel {'total runs given': 87, 'batsman matches played': 15, 'total wickets': 0, 'bowler matches played': 5, 'total balls': 236, 'total runs': 217, 'bowler balls': 61}
PP Chawla {'total runs given': 950, 'batsman matches played': 18, 'total wickets': 36, 'bowler matches played': 38, 'total balls': 137, 'total runs': 148, 'bowler balls': 740}
VS Malik {'total runs given': 145, 'batsman matches played': 0, 'total wickets': 3, 'bowler matches played': 7, 'total balls': 0, 'total runs': 0, 'bowler balls': 108}
Yuvraj Singh {'total runs given': 332, 'batsman matches played': 37, 'total wickets': 12, 'bowler matches played': 21, 'total balls': 646, 'total runs': 823, 'bowler balls': 255}
SJ Srivastava {'total runs given': 204, 'batsman matches played': 1, 'total wickets': 5, 'bowler matches played': 6, 'total balls': 1, 'total runs': 0, 'bowler balls': 131}
S Dhawan {'total runs given': 0, 'batsman matches played': 25, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 446, 'total runs': 455, 'bowler balls': 0}
SR Tendulkar {'total runs given': 59, 'batsman matches played': 30, 'total wickets': 0, 'bowler matches played': 4, 'total balls': 866, 'total runs': 1025, 'bowler balls': 37}
KA Pollard {'total runs given': 204, 'batsman matches played': 10, 'total wickets': 12, 'bowler matches played': 9, 'total balls': 101, 'total runs': 192, 'bowler balls': 181}
SS Tiwary {'total runs given': 0, 'batsman matches played': 15, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 231, 'total runs': 301, 'bowler balls': 0}
DJ Bravo {'total runs given': 628, 'batsman matches played': 21, 'total wickets': 25, 'bowler matches played': 26, 'total balls': 379, 'total runs': 432, 'bowler balls': 480}
R Sathish {'total runs given': 19, 'batsman matches played': 5, 'total wickets': 0, 'bowler matches played': 2, 'total balls': 40, 'total runs': 49, 'bowler balls': 19}
AT Rayudu {'total runs given': 0, 'batsman matches played': 9, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 161, 'total runs': 216, 'bowler balls': 0}
Harbhajan Singh {'total runs given': 626, 'batsman matches played': 17, 'total wickets': 30, 'bowler matches played': 26, 'total balls': 125, 'total runs': 206, 'bowler balls': 566}
R McLaren {'total runs given': 135, 'batsman matches played': 3, 'total wickets': 2, 'bowler matches played': 5, 'total balls': 20, 'total runs': 14, 'bowler balls': 100}
Z Khan {'total runs given': 741, 'batsman matches played': 12, 'total wickets': 29, 'bowler matches played': 26, 'total balls': 58, 'total runs': 43, 'bowler balls': 561}
SL Malinga {'total runs given': 576, 'batsman matches played': 2, 'total wickets': 27, 'bowler matches played': 22, 'total balls': 2, 'total runs': 1, 'bowler balls': 533}

Match info: 419121.yaml
['Chennai Super Kings', 'Kings XI Punjab']
RS Bopara {'total runs given': 137, 'batsman matches played': 12, 'total wickets': 5, 'bowler matches played': 7, 'total balls': 288, 'total runs': 329, 'bowler balls': 90}
IK Pathan {'total runs given': 1069, 'batsman matches played': 31, 'total wickets': 42, 'bowler matches played': 38, 'total balls': 380, 'total runs': 487, 'bowler balls': 849}
KC Sangakkara {'total runs given': 0, 'batsman matches played': 30, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 719, 'total runs': 911, 'bowler balls': 0}
DPMD Jayawardene {'total runs given': 0, 'batsman matches played': 31, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 570, 'total runs': 775, 'bowler balls': 0}
Yuvraj Singh {'total runs given': 332, 'batsman matches played': 38, 'total wickets': 12, 'bowler matches played': 21, 'total balls': 649, 'total runs': 825, 'bowler balls': 255}
M Kaif {'total runs given': 0, 'batsman matches played': 15, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 184, 'total runs': 184, 'bowler balls': 0}
MS Bisla {'total runs given': 0, 'batsman matches played': 8, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 174, 'total runs': 209, 'bowler balls': 0}
PP Chawla {'total runs given': 982, 'batsman matches played': 19, 'total wickets': 37, 'bowler matches played': 39, 'total balls': 152, 'total runs': 170, 'bowler balls': 759}
RR Powar {'total runs given': 302, 'batsman matches played': 4, 'total wickets': 8, 'bowler matches played': 16, 'total balls': 43, 'total runs': 51, 'bowler balls': 270}
J Theron {'total runs given': 118, 'batsman matches played': 1, 'total wickets': 2, 'bowler matches played': 4, 'total balls': 4, 'total runs': 2, 'bowler balls': 89}
SJ Srivastava {'total runs given': 232, 'batsman matches played': 2, 'total wickets': 6, 'bowler matches played': 7, 'total balls': 2, 'total runs': 1, 'bowler balls': 158}
ML Hayden {'total runs given': 0, 'batsman matches played': 26, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 752, 'total runs': 1010, 'bowler balls': 0}
PA Patel {'total runs given': 0, 'batsman matches played': 24, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 456, 'total runs': 451, 'bowler balls': 0}
SK Raina {'total runs given': 278, 'batsman matches played': 38, 'total wickets': 12, 'bowler matches played': 19, 'total balls': 835, 'total runs': 1150, 'bowler balls': 249}
MS Gony {'total runs given': 701, 'batsman matches played': 7, 'total wickets': 23, 'bowler matches played': 25, 'total balls': 32, 'total runs': 48, 'bowler balls': 517}
S Badrinath {'total runs given': 0, 'batsman matches played': 31, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 463, 'total runs': 554, 'bowler balls': 0}
JA Morkel {'total runs given': 992, 'batsman matches played': 27, 'total wickets': 35, 'bowler matches played': 34, 'total balls': 339, 'total runs': 481, 'bowler balls': 737}
R Ashwin {'total runs given': 227, 'batsman matches played': 4, 'total wickets': 11, 'bowler matches played': 9, 'total balls': 31, 'total runs': 25, 'bowler balls': 224}
M Vijay {'total runs given': 0, 'batsman matches played': 14, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 304, 'total runs': 423, 'bowler balls': 0}
L Balaji {'total runs given': 734, 'batsman matches played': 6, 'total wickets': 29, 'bowler matches played': 26, 'total balls': 27, 'total runs': 19, 'bowler balls': 517}
M Muralitharan {'total runs given': 947, 'batsman matches played': 6, 'total wickets': 35, 'bowler matches played': 37, 'total balls': 13, 'total runs': 9, 'bowler balls': 901}
JM Kemp {'total runs given': 45, 'batsman matches played': 2, 'total wickets': 3, 'bowler matches played': 3, 'total balls': 25, 'total runs': 26, 'bowler balls': 39}

Match info: 419149.yaml
['Delhi Daredevils', 'Kings XI Punjab']
DA Warner {'total runs given': 0, 'batsman matches played': 15, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 286, 'total runs': 382, 'bowler balls': 0}
G Gambhir {'total runs given': 0, 'batsman matches played': 36, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 774, 'total runs': 942, 'bowler balls': 0}
KD Karthik {'total runs given': 0, 'batsman matches played': 31, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 476, 'total runs': 615, 'bowler balls': 0}
PD Collingwood {'total runs given': 82, 'batsman matches played': 6, 'total wickets': 3, 'bowler matches played': 5, 'total balls': 151, 'total runs': 199, 'bowler balls': 66}
V Sehwag {'total runs given': 161, 'batsman matches played': 35, 'total wickets': 4, 'bowler matches played': 9, 'total balls': 584, 'total runs': 945, 'bowler balls': 78}
DL Vettori {'total runs given': 311, 'batsman matches played': 5, 'total wickets': 11, 'bowler matches played': 11, 'total balls': 56, 'total runs': 65, 'bowler balls': 238}
M Manhas {'total runs given': 0, 'batsman matches played': 10, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 122, 'total runs': 142, 'bowler balls': 0}
R Bhatia {'total runs given': 453, 'batsman matches played': 10, 'total wickets': 19, 'bowler matches played': 20, 'total balls': 58, 'total runs': 65, 'bowler balls': 353}
MF Maharoof {'total runs given': 478, 'batsman matches played': 12, 'total wickets': 25, 'bowler matches played': 18, 'total balls': 121, 'total runs': 176, 'bowler balls': 403}
A Mishra {'total runs given': 746, 'batsman matches played': 13, 'total wickets': 38, 'bowler matches played': 27, 'total balls': 103, 'total runs': 92, 'bowler balls': 622}
A Nehra {'total runs given': 778, 'batsman matches played': 5, 'total wickets': 34, 'bowler matches played': 29, 'total balls': 30, 'total runs': 26, 'bowler balls': 655}
IK Pathan {'total runs given': 1093, 'batsman matches played': 32, 'total wickets': 43, 'bowler matches played': 39, 'total balls': 412, 'total runs': 526, 'bowler balls': 868}
DPMD Jayawardene {'total runs given': 0, 'batsman matches played': 32, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 575, 'total runs': 778, 'bowler balls': 0}
KC Sangakkara {'total runs given': 0, 'batsman matches played': 31, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 735, 'total runs': 926, 'bowler balls': 0}
